ID,Section,Screen,Segment,Copy Type,Content,Status,Notes,Figma Link,Key,Variables,Condition,File,Line,Storage
199,Navigation,Navigation Rail,,label,Retention,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,actionboard.tabs.retention,,,src/scenes/ActionBoardScene.tsx,,constant
200,Navigation,Navigation Rail,,label,Reactivation,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,actionboard.tabs.reactivation,,,src/scenes/ActionBoardScene.tsx,,constant
201,Navigation,Navigation Rail,,label,Referral,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,actionboard.tabs.referral,,,src/scenes/ActionBoardScene.tsx,,constant
202,Briefing,Hero Section,,headline,"Protect, expand, and prepare: Three opportunities stand out today.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=895-3701,actionboard.hero.crosssell.headline,,,src/scenes/ActionBoardScene.tsx,,constant
203,Action Board,Opportunity Card,,headline,Janet Henderson has recently had a change of address to a high flood-risk coastal location.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=895-3701,actionboard.opportunity.henderson.headline,,,src/scenes/ActionBoardScene.tsx,,constant
204,Action Board,Opportunity Card,,headline,Helena Garcia is approaching her retirement income planning window.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=895-3701,actionboard.opportunity.garcia.headline,,,src/scenes/ActionBoardScene.tsx,,constant
205,Introduction,Meet Nyla,cs-leading,headline,How would your best long-term clients describe what makes you different from other advisors they've worked with?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-leading.intro.coachIdentityPrompt,,,src/data/advisorSegments.ts,,data-file
206,Introduction,Meet Nyla,cs-leading,placeholder,"e.g., Warm and direct. They know I'm being straight with them, not selling.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-leading.intro.coachIdentityPlaceholder,,,src/data/advisorSegments.ts,,data-file
207,Introduction,Meet Nyla,cs-leading,label,Would you like the OS to flag when your activity pace changes — so you can get ahead of it before it affects your numbers?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-leading.intro.coachConsentLabel,,,src/data/advisorSegments.ts,,data-file
208,Introduction,Meet Nyla,cs-leading,placeholder,"e.g., Warm, direct. They know I'm being straight with them, not selling.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-leading.intro.brandVoicePlaceholder,,,src/data/advisorSegments.ts,,data-file
209,Introduction,Meet Nyla,cs-leading,placeholder,"e.g., Building a practice that doesn't depend on me being in every room.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-leading.intro.chiefBigGoalPlaceholder,,,src/data/advisorSegments.ts,,data-file
210,Business,Growth Areas,cs-leading,label,Scaling without adding complexity,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.scale.label,,,src/data/advisorSegments.ts,,data-file
211,Business,Growth Areas,cs-leading,label,Doing more with what I have,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.scale.sub,,,src/data/advisorSegments.ts,,data-file
212,Business,Growth Areas,cs-leading,label,Deepening into planning conversations,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.holistic.label,,,src/data/advisorSegments.ts,,data-file
213,Business,Growth Areas,cs-leading,label,Beyond protection,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.holistic.sub,,,src/data/advisorSegments.ts,,data-file
214,Business,Growth Areas,cs-leading,label,Building or developing my team,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.team.label,,,src/data/advisorSegments.ts,,data-file
215,Business,Growth Areas,cs-leading,label,"Succession, teaming, staff",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.team.sub,,,src/data/advisorSegments.ts,,data-file
216,Business,Growth Areas,cs-leading,label,Building a stronger digital presence,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.digital.label,,,src/data/advisorSegments.ts,,data-file
217,Business,Growth Areas,cs-leading,label,"Brand, referrals, LinkedIn",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.digital.sub,,,src/data/advisorSegments.ts,,data-file
218,Business,Growth Areas,cs-leading,label,Holding onto clients at key transitions,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.retention.label,,,src/data/advisorSegments.ts,,data-file
219,Business,Growth Areas,cs-leading,label,"Policy changes, rate shopping",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.retention.sub,,,src/data/advisorSegments.ts,,data-file
220,Business,Growth Areas,cs-leading,label,Handling more complex cases,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.complex.label,,,src/data/advisorSegments.ts,,data-file
221,Business,Growth Areas,cs-leading,label,"Advanced UW, appeals, ratings",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-leading.growthAreas.complex.sub,,,src/data/advisorSegments.ts,,data-file
222,Clients,Client Signals,cs-leading,label,Clients at risk of lapsing or churning,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.atrisk.label,,,src/data/advisorSegments.ts,,data-file
223,Clients,Client Signals,cs-leading,label,Before they act,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.atrisk.sub,,,src/data/advisorSegments.ts,,data-file
224,Clients,Client Signals,cs-leading,label,Clients with a life event or signal,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.lifeevent.label,,,src/data/advisorSegments.ts,,data-file
225,Clients,Client Signals,cs-leading,label,Worth a personal call,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.lifeevent.sub,,,src/data/advisorSegments.ts,,data-file
226,Clients,Client Signals,cs-leading,label,Cross-sell and deepening opportunities,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.crosssell.label,,,src/data/advisorSegments.ts,,data-file
227,Clients,Client Signals,cs-leading,label,In my existing book,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.crosssell.sub,,,src/data/advisorSegments.ts,,data-file
228,Clients,Client Signals,cs-leading,label,Pipeline items that need attention,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.pipeline.label,,,src/data/advisorSegments.ts,,data-file
229,Clients,Client Signals,cs-leading,label,"Cases, follow-ups, open items",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.pipeline.sub,,,src/data/advisorSegments.ts,,data-file
230,Clients,Client Signals,cs-leading,label,Where I am vs. my council goal,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.council.label,,,src/data/advisorSegments.ts,,data-file
231,Clients,Client Signals,cs-leading,label,Pacing and gap,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystMorning.council.sub,,,src/data/advisorSegments.ts,,data-file
232,Clients,Client Signals,cs-leading,label,Lapse & at-risk alerts,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.lapse.label,,,src/data/advisorSegments.ts,,data-file
233,Clients,Client Signals,cs-leading,label,Before the client calls to cancel,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.lapse.sub,,,src/data/advisorSegments.ts,,data-file
234,Clients,Client Signals,cs-leading,label,"Life events (marriage, kids, job, home)",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.lifeevent.label,,,src/data/advisorSegments.ts,,data-file
235,Clients,Client Signals,cs-leading,label,Moments to reach out,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.lifeevent.sub,,,src/data/advisorSegments.ts,,data-file
236,Clients,Client Signals,cs-leading,label,Policy milestones & anniversaries,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.milestone.label,,,src/data/advisorSegments.ts,,data-file
237,Clients,Client Signals,cs-leading,label,"Cash value, conversion windows",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.milestone.sub,,,src/data/advisorSegments.ts,,data-file
238,Clients,Client Signals,cs-leading,label,Cross-sell gaps in my book,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.crosssell.label,,,src/data/advisorSegments.ts,,data-file
239,Clients,Client Signals,cs-leading,label,Coverage they don't have yet,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.crosssell.sub,,,src/data/advisorSegments.ts,,data-file
240,Clients,Client Signals,cs-leading,label,Market changes affecting client portfolios,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.market.label,,,src/data/advisorSegments.ts,,data-file
241,Clients,Client Signals,cs-leading,label,"Rate changes, product updates",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-leading.analystSignals.market.sub,,,src/data/advisorSegments.ts,,data-file
242,Goals,Practice Direction,cs-leading,label,Go deeper into protection,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.deepen.label,,,src/data/advisorSegments.ts,,data-file
243,Goals,Practice Direction,cs-leading,label,Build on what's working,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.deepen.sub,,,src/data/advisorSegments.ts,,data-file
244,Goals,Practice Direction,cs-leading,label,Expand into planning and holistic advice,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.holistic.label,,,src/data/advisorSegments.ts,,data-file
245,Goals,Practice Direction,cs-leading,label,Move clients beyond protection,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.holistic.sub,,,src/data/advisorSegments.ts,,data-file
246,Goals,Practice Direction,cs-leading,label,Scale with a team or develop a successor,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.team.label,,,src/data/advisorSegments.ts,,data-file
247,Goals,Practice Direction,cs-leading,label,Build something that outlasts me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.team.sub,,,src/data/advisorSegments.ts,,data-file
248,Goals,Practice Direction,cs-leading,label,Grow my Eagle and investment advisory book,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.eagle.label,,,src/data/advisorSegments.ts,,data-file
249,Goals,Practice Direction,cs-leading,label,"AUM, fee-based, wealth management",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.eagle.sub,,,src/data/advisorSegments.ts,,data-file
250,Goals,Practice Direction,cs-leading,label,Stabilize and serve what I have,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.stabilize.label,,,src/data/advisorSegments.ts,,data-file
251,Goals,Practice Direction,cs-leading,label,Quality over growth right now,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-leading.strategistDirections.stabilize.sub,,,src/data/advisorSegments.ts,,data-file
252,Business,Time Drains,cs-leading,label,Client service requests & follow-ups,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.service.label,,,src/data/advisorSegments.ts,,data-file
253,Business,Time Drains,cs-leading,label,Too many inbound requests,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.service.sub,,,src/data/advisorSegments.ts,,data-file
254,Business,Time Drains,cs-leading,label,Tracking cases through underwriting,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.casetrack.label,,,src/data/advisorSegments.ts,,data-file
255,Business,Time Drains,cs-leading,label,Chasing status and NIGOs,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.casetrack.sub,,,src/data/advisorSegments.ts,,data-file
256,Business,Time Drains,cs-leading,label,Meeting prep for a large client book,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.meetingprep.label,,,src/data/advisorSegments.ts,,data-file
257,Business,Time Drains,cs-leading,label,633 clients to stay ahead of,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.meetingprep.sub,,,src/data/advisorSegments.ts,,data-file
258,Business,Time Drains,cs-leading,label,Coordinating work across my staff,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.staff.label,,,src/data/advisorSegments.ts,,data-file
259,Business,Time Drains,cs-leading,label,Too much passing through me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.staff.sub,,,src/data/advisorSegments.ts,,data-file
260,Business,Time Drains,cs-leading,label,Admin after meetings,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.admin.label,,,src/data/advisorSegments.ts,,data-file
261,Business,Time Drains,cs-leading,label,"Notes, follow-ups, next steps",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.admin.sub,,,src/data/advisorSegments.ts,,data-file
262,Business,Time Drains,cs-leading,label,Navigating too many systems,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.systems.label,,,src/data/advisorSegments.ts,,data-file
263,Business,Time Drains,cs-leading,label,Finding the right answer fast,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-leading.conciergeSlows.systems.sub,,,src/data/advisorSegments.ts,,data-file
264,Clients,Staying Connected,cs-leading,label,Personal emails I write myself,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.personal.label,,,src/data/advisorSegments.ts,,data-file
265,Clients,Staying Connected,cs-leading,label,"High-touch, relationship-first",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.personal.sub,,,src/data/advisorSegments.ts,,data-file
266,Clients,Staying Connected,cs-leading,label,Phone calls — I prefer direct contact,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.phone.label,,,src/data/advisorSegments.ts,,data-file
267,Clients,Staying Connected,cs-leading,label,Not a big email person,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.phone.sub,,,src/data/advisorSegments.ts,,data-file
268,Clients,Staying Connected,cs-leading,label,LinkedIn — building my professional brand,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.social.label,,,src/data/advisorSegments.ts,,data-file
269,Clients,Staying Connected,cs-leading,label,"Referrals, visibility, COIs",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.social.sub,,,src/data/advisorSegments.ts,,data-file
270,Clients,Staying Connected,cs-leading,label,Events I host or attend,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.events.label,,,src/data/advisorSegments.ts,,data-file
271,Clients,Staying Connected,cs-leading,label,"Seminars, community, client dinners",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.events.sub,,,src/data/advisorSegments.ts,,data-file
272,Clients,Staying Connected,cs-leading,label,Referral requests from happy clients,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.referrals.label,,,src/data/advisorSegments.ts,,data-file
273,Clients,Staying Connected,cs-leading,label,My primary growth channel,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.referrals.sub,,,src/data/advisorSegments.ts,,data-file
274,Clients,Staying Connected,cs-leading,label,I don't have a consistent system,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.nosystem.label,,,src/data/advisorSegments.ts,,data-file
275,Clients,Staying Connected,cs-leading,label,I'd like to change that,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-leading.brandChannels.nosystem.sub,,,src/data/advisorSegments.ts,,data-file
276,Clients,Life Event Response,cs-leading,label,I reach out immediately — always,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.always.label,,,src/data/advisorSegments.ts,,data-file
277,Clients,Life Event Response,cs-leading,label,It's what the relationship is for,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.always.sub,,,src/data/advisorSegments.ts,,data-file
278,Clients,Life Event Response,cs-leading,label,I reach out if there's a clear financial angle,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.financial.label,,,src/data/advisorSegments.ts,,data-file
279,Clients,Life Event Response,cs-leading,label,"Targeted, not reflexive",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.financial.sub,,,src/data/advisorSegments.ts,,data-file
280,Clients,Life Event Response,cs-leading,label,I'd reach out more if I knew sooner,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.sooner.label,,,src/data/advisorSegments.ts,,data-file
281,Clients,Life Event Response,cs-leading,label,The timing is the challenge,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.sooner.sub,,,src/data/advisorSegments.ts,,data-file
282,Clients,Life Event Response,cs-leading,label,I let clients come to me at these moments,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.wait.label,,,src/data/advisorSegments.ts,,data-file
283,Clients,Life Event Response,cs-leading,label,I don't want to intrude,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-leading.brandLifeEventInstincts.wait.sub,,,src/data/advisorSegments.ts,,data-file
284,Plan,Your Plan,cs-leading,label,Give me a morning briefing when I start,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.briefing.label,,,src/data/advisorSegments.ts,,data-file
285,Plan,Your Plan,cs-leading,label,"Top priorities, no noise",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.briefing.sub,,,src/data/advisorSegments.ts,,data-file
286,Plan,Your Plan,cs-leading,label,Only alert me when something urgent needs action,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.urgent.label,,,src/data/advisorSegments.ts,,data-file
287,Plan,Your Plan,cs-leading,label,I prefer quiet unless it matters,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.urgent.sub,,,src/data/advisorSegments.ts,,data-file
288,Plan,Your Plan,cs-leading,label,Handle routine tasks without asking me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.auto.label,,,src/data/advisorSegments.ts,,data-file
289,Plan,Your Plan,cs-leading,label,I trust it — just get it done,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.auto.sub,,,src/data/advisorSegments.ts,,data-file
290,Plan,Your Plan,cs-leading,label,Check in when my pace shifts,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.checkin.label,,,src/data/advisorSegments.ts,,data-file
291,Plan,Your Plan,cs-leading,label,I want to know before it's a problem,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-leading.chiefOsStyleOptions.checkin.sub,,,src/data/advisorSegments.ts,,data-file
292,Business,Biggest Time Drain,cs-leading,tag,Admin after client meetings,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.cs-leading.conciergeTimeSuggestions.[0],,,src/data/advisorSegments.ts,,data-file
293,Business,Biggest Time Drain,cs-leading,tag,Chasing case status across systems,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.cs-leading.conciergeTimeSuggestions.[1],,,src/data/advisorSegments.ts,,data-file
294,Business,Biggest Time Drain,cs-leading,tag,Coordinating with staff on routine tasks,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.cs-leading.conciergeTimeSuggestions.[2],,,src/data/advisorSegments.ts,,data-file
295,Business,Biggest Time Drain,cs-leading,tag,Manually pulling reports and dashboards,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.cs-leading.conciergeTimeSuggestions.[3],,,src/data/advisorSegments.ts,,data-file
296,Business,Biggest Time Drain,cs-leading,body,"If you could reclaim 5 hours a week from one thing, what would it be?",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.cs-leading.conciergeEliminatePrompt,,,src/data/advisorSegments.ts,,data-file
297,Introduction,Meet Nyla,hl-accelerating,headline,What kind of advisor are you building toward — how would you want clients to describe you in 3 years?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.hl-accelerating.intro.coachIdentityPrompt,,,src/data/advisorSegments.ts,,data-file
298,Introduction,Meet Nyla,hl-accelerating,placeholder,"e.g., Someone who helps people think about their whole financial picture, not just their policies.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.hl-accelerating.intro.coachIdentityPlaceholder,,,src/data/advisorSegments.ts,,data-file
299,Introduction,Meet Nyla,hl-accelerating,label,Would you like the OS to check in when your activity slows down — and surface specific actions to get back on track?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.hl-accelerating.intro.coachConsentLabel,,,src/data/advisorSegments.ts,,data-file
300,Introduction,Meet Nyla,hl-accelerating,placeholder,"e.g., Thoughtful and curious. Like a friend who happens to know a lot about money.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.hl-accelerating.intro.brandVoicePlaceholder,,,src/data/advisorSegments.ts,,data-file
301,Introduction,Meet Nyla,hl-accelerating,placeholder,"e.g., Having my first clients who think of me as their full financial advisor, not just their insurance person.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.hl-accelerating.intro.chiefBigGoalPlaceholder,,,src/data/advisorSegments.ts,,data-file
